task,method_base,method_id,k,n_rankings,n_datasets,effective_k,returned_count,missing_count,dataset_size_cap_count,informative_count,redundant_count,signal_or_redundant_count,explicit_noise_count,background_null_count,pure_noise_count,correlated_noise_count,returned_share,missing_share,dataset_size_cap_share,informative_share,redundant_share,signal_or_redundant_share,explicit_noise_share,background_null_share,pure_noise_share,correlated_noise_share,informative_share_rank,signal_or_redundant_share_rank,pure_noise_share_rank,correlated_noise_share_rank,missing_share_rank
classification,boruta,boruta__7f986516a1727870,2,200,8,2.0,2.0,0.0,0.0,1.505,0.23,1.735,0.0,0.265,0.265,0.0,1.0,0.0,0.0,0.7525,0.115,0.8675,0.0,0.1325,0.1325,0.0,8.0,6.0,9.0,1.0,9.0
classification,rf,rf__27caa3a0a3b84fd9,2,200,8,2.0,2.0,0.0,0.0,1.5,0.165,1.665,0.0,0.2,0.2,0.135,1.0,0.0,0.0,0.75,0.0825,0.8325,0.0,0.1,0.1,0.0675,9.0,8.0,7.0,12.5,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,2,200,8,2.0,2.0,0.0,0.0,1.44,0.125,1.565,0.0,0.31,0.31,0.125,1.0,0.0,0.0,0.72,0.0625,0.7825,0.0,0.155,0.155,0.0625,10.0,10.0,10.0,10.0,9.0
classification,cif,cif__4ee6725d43ec8e5a,2,200,8,2.0,2.0,0.0,0.0,1.32,0.195,1.515,0.0,0.34,0.34,0.145,1.0,0.0,0.0,0.66,0.0975,0.7575,0.0,0.17,0.17,0.0725,11.5,12.0,11.0,15.0,9.0
classification,cit,cit__bc8d0ddbb26c15b5,2,200,8,2.0,2.0,0.0,0.0,1.32,0.235,1.555,0.0,0.365,0.365,0.08,1.0,0.0,0.0,0.66,0.1175,0.7775,0.0,0.1825,0.1825,0.04,11.5,11.0,12.0,6.0,9.0
classification,r_cforest,r_cforest__37be32340835a93b,2,200,8,2.0,2.0,0.0,0.0,1.25,0.195,1.445,0.0,0.415,0.415,0.14,1.0,0.0,0.0,0.625,0.0975,0.7225,0.0,0.2075,0.2075,0.07,13.0,14.0,14.0,14.0,9.0
classification,pi,pi__6e89acc5e72da5a8,2,200,8,2.0,2.0,0.0,0.0,1.225,0.24,1.465,0.0,0.4,0.4,0.135,1.0,0.0,0.0,0.6125,0.12,0.7325,0.0,0.2,0.2,0.0675,14.0,13.0,13.0,12.5,9.0
classification,rt,rt__99914b932bd37a50,2,200,8,2.0,2.0,0.0,0.0,1.14,0.2,1.34,0.0,0.495,0.495,0.165,1.0,0.0,0.0,0.57,0.1,0.67,0.0,0.2475,0.2475,0.0825,15.0,15.0,15.0,17.0,9.0
classification,cpi,cpi__6e89acc5e72da5a8,2,200,8,2.0,2.0,0.0,0.0,0.97,0.19,1.16,0.0,0.68,0.68,0.16,1.0,0.0,0.0,0.485,0.095,0.58,0.0,0.34,0.34,0.08,16.0,16.0,16.0,16.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,2,200,8,2.0,2.0,0.0,0.0,0.055,0.18,0.235,0.0,1.71,1.71,0.055,1.0,0.0,0.0,0.0275,0.09,0.1175,0.0,0.855,0.855,0.0275,17.0,17.0,17.0,3.0,9.0
classification,xgb,xgb__1c62fadfc5e2988f,5,200,8,5.0,5.0,0.0,0.0,3.9,0.385,4.285,0.0,0.47,0.47,0.245,1.0,0.0,0.0,0.78,0.077,0.857,0.0,0.094,0.094,0.049,1.0,1.0,2.0,6.0,9.0
classification,lgbm,lgbm__71ba9ba402678146,5,200,8,5.0,5.0,0.0,0.0,3.85,0.39,4.24,0.0,0.495,0.495,0.265,1.0,0.0,0.0,0.77,0.078,0.848,0.0,0.099,0.099,0.053,2.0,2.0,3.0,7.0,9.0
classification,cat,cat__024a0842d4337711,5,200,8,5.0,5.0,0.0,0.0,3.775,0.375,4.15,0.0,0.465,0.465,0.385,1.0,0.0,0.0,0.755,0.075,0.83,0.0,0.09300000000000001,0.09300000000000001,0.077,3.0,4.0,1.0,16.0,9.0
classification,boruta,boruta__7f986516a1727870,5,200,8,5.0,5.0,0.0,0.0,3.675,0.5,4.175,0.0,0.825,0.825,0.0,1.0,0.0,0.0,0.735,0.1,0.835,0.0,0.165,0.165,0.0,4.0,3.0,7.0,1.0,9.0
classification,rfe,rfe__99914b932bd37a50,5,200,8,5.0,5.0,0.0,0.0,3.67,0.375,4.045,0.0,0.73,0.73,0.225,1.0,0.0,0.0,0.7340000000000001,0.075,0.809,0.0,0.146,0.146,0.045,5.0,5.5,6.0,4.5,9.0
classification,et,et__f5580a1865f967c8,5,200,8,5.0,5.0,0.0,0.0,3.55,0.495,4.045,0.0,0.565,0.565,0.39,1.0,0.0,0.0,0.71,0.099,0.809,0.0,0.113,0.113,0.078,6.0,5.5,4.0,17.0,9.0
classification,rf,rf__27caa3a0a3b84fd9,5,200,8,5.0,5.0,0.0,0.0,3.49,0.455,3.945,0.0,0.69,0.69,0.365,1.0,0.0,0.0,0.698,0.091,0.789,0.0,0.138,0.138,0.073,7.0,7.0,5.0,12.0,9.0
classification,dt,dt__99914b932bd37a50,5,200,8,5.0,5.0,0.0,0.0,3.47,0.345,3.815,0.0,0.99,0.99,0.195,1.0,0.0,0.0,0.6940000000000001,0.069,0.763,0.0,0.198,0.198,0.039,8.0,8.0,9.0,2.0,9.0
classification,ptest_rdc,ptest_rdc__307d6fc3284c28e2,5,200,8,5.0,5.0,0.0,0.0,3.265,0.495,3.76,0.0,0.895,0.895,0.345,1.0,0.0,0.0,0.653,0.099,0.752,0.0,0.17900000000000002,0.17900000000000002,0.069,9.0,9.0,8.0,9.0,9.0
classification,cif,cif__4ee6725d43ec8e5a,5,200,8,5.0,5.0,0.0,0.0,3.195,0.41,3.605,0.0,1.04,1.04,0.355,1.0,0.0,0.0,0.639,0.08199999999999999,0.721,0.0,0.20800000000000002,0.20800000000000002,0.071,10.0,10.0,10.0,11.0,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,5,200,8,5.0,5.0,0.0,0.0,3.035,0.5,3.535,0.0,1.115,1.115,0.35,1.0,0.0,0.0,0.607,0.1,0.7070000000000001,0.0,0.223,0.223,0.07,11.0,11.0,11.0,10.0,9.0
classification,r_cforest,r_cforest__37be32340835a93b,5,200,8,5.0,5.0,0.0,0.0,2.9,0.41,3.31,0.0,1.315,1.315,0.375,1.0,0.0,0.0,0.58,0.08199999999999999,0.662,0.0,0.263,0.263,0.075,12.0,12.0,12.0,13.5,9.0
classification,pi,pi__6e89acc5e72da5a8,5,200,8,5.0,5.0,0.0,0.0,2.84,0.375,3.215,0.0,1.405,1.405,0.38,1.0,0.0,0.0,0.5680000000000001,0.075,0.643,0.0,0.281,0.281,0.076,13.0,14.0,13.0,15.0,9.0
classification,cit,cit__bc8d0ddbb26c15b5,5,200,8,5.0,5.0,0.0,0.0,2.785,0.48,3.265,0.0,1.51,1.51,0.225,1.0,0.0,0.0,0.557,0.096,0.653,0.0,0.302,0.302,0.045,14.0,13.0,14.0,4.5,9.0
classification,rt,rt__99914b932bd37a50,5,200,8,5.0,5.0,0.0,0.0,2.63,0.405,3.035,0.045,1.545,1.59,0.375,1.0,0.0,0.0,0.526,0.081,0.607,0.009000000000000001,0.309,0.318,0.075,15.0,15.0,15.0,13.5,9.0
classification,cpi,cpi__6e89acc5e72da5a8,5,200,8,5.0,5.0,0.0,0.0,2.315,0.39,2.705,0.005,1.975,1.98,0.315,1.0,0.0,0.0,0.463,0.078,0.541,0.001,0.395,0.396,0.063,16.0,16.0,16.0,8.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,5,200,8,5.0,5.0,0.0,0.0,0.17,0.365,0.535,0.005,4.245,4.25,0.215,1.0,0.0,0.0,0.034,0.073,0.10700000000000001,0.001,0.8490000000000001,0.85,0.043,17.0,17.0,17.0,3.0,9.0
classification,rfe,rfe__99914b932bd37a50,10,200,8,10.0,10.0,0.0,0.0,6.535,0.625,7.16,0.005,2.095,2.1,0.74,1.0,0.0,0.0,0.6535,0.0625,0.716,0.0005,0.2095,0.21,0.074,1.0,1.0,1.0,9.0,9.0
classification,et,et__f5580a1865f967c8,10,200,8,10.0,10.0,0.0,0.0,6.305,0.625,6.93,0.03,2.235,2.265,0.805,1.0,0.0,0.0,0.6305,0.0625,0.693,0.0030000000000000005,0.2235,0.22650000000000003,0.08049999999999999,2.0,3.0,2.0,16.0,9.0
classification,rf,rf__27caa3a0a3b84fd9,10,200,8,10.0,10.0,0.0,0.0,6.185,0.625,6.81,0.015,2.38,2.395,0.795,1.0,0.0,0.0,0.6185,0.0625,0.6809999999999999,0.0015000000000000002,0.23800000000000002,0.2395,0.07949999999999999,3.0,4.0,3.0,14.0,9.0
classification,boruta,boruta__7f986516a1727870,10,200,8,10.0,10.0,0.0,0.0,6.08,0.875,6.955,0.01,2.535,2.545,0.5,1.0,0.0,0.0,0.608,0.0875,0.6955,0.001,0.2535,0.2545,0.05,4.0,2.0,4.0,2.0,9.0
classification,xgb,xgb__1c62fadfc5e2988f,10,200,8,10.0,10.0,0.0,0.0,6.03,0.625,6.655,0.07,2.71,2.78,0.565,1.0,0.0,0.0,0.603,0.0625,0.6655,0.007000000000000001,0.271,0.278,0.0565,5.0,5.0,6.0,5.0,9.0
classification,lgbm,lgbm__71ba9ba402678146,10,200,8,10.0,10.0,0.0,0.0,5.99,0.615,6.605,0.095,2.72,2.815,0.58,1.0,0.0,0.0,0.599,0.061500000000000006,0.6605,0.009500000000000001,0.272,0.28150000000000003,0.057999999999999996,6.0,7.0,7.0,6.0,9.0
classification,cat,cat__024a0842d4337711,10,200,8,10.0,10.0,0.0,0.0,5.985,0.625,6.61,0.065,2.54,2.605,0.785,1.0,0.0,0.0,0.5985,0.0625,0.6609999999999999,0.006500000000000001,0.254,0.2605,0.0785,7.0,6.0,5.0,13.0,9.0
classification,cif,cif__4ee6725d43ec8e5a,10,200,8,10.0,10.0,0.0,0.0,5.435,0.635,6.07,0.065,3.06,3.125,0.805,1.0,0.0,0.0,0.5435,0.0635,0.607,0.006500000000000001,0.306,0.3125,0.08049999999999999,8.5,9.0,9.0,16.0,9.0
classification,ptest_rdc,ptest_rdc__307d6fc3284c28e2,10,200,8,10.0,10.0,0.0,0.0,5.435,0.695,6.13,0.15,2.915,3.065,0.805,1.0,0.0,0.0,0.5435,0.0695,0.613,0.015,0.2915,0.3065,0.08049999999999999,8.5,8.0,8.0,16.0,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,10,200,8,10.0,10.0,0.0,0.0,5.2,0.66,5.86,0.125,3.265,3.39,0.75,1.0,0.0,0.0,0.52,0.066,0.586,0.0125,0.3265,0.33899999999999997,0.075,10.0,10.0,10.0,10.0,9.0
classification,r_cforest,r_cforest__37be32340835a93b,10,200,8,10.0,10.0,0.0,0.0,4.91,0.64,5.55,0.105,3.575,3.68,0.77,1.0,0.0,0.0,0.491,0.064,0.555,0.0105,0.3575,0.368,0.077,11.0,11.0,11.0,12.0,9.0
classification,dt,dt__99914b932bd37a50,10,200,8,10.0,10.0,0.0,0.0,4.66,0.7,5.36,0.155,3.94,4.095,0.545,1.0,0.0,0.0,0.466,0.07,0.536,0.0155,0.39399999999999996,0.40950000000000003,0.0545,12.0,12.0,12.0,4.0,9.0
classification,pi,pi__6e89acc5e72da5a8,10,200,8,10.0,10.0,0.0,0.0,4.015,0.68,4.695,0.21,4.365,4.575,0.73,1.0,0.0,0.0,0.40149999999999997,0.068,0.46950000000000003,0.021,0.4365,0.4575,0.073,13.0,13.0,13.0,8.0,9.0
classification,rt,rt__99914b932bd37a50,10,200,8,10.0,10.0,0.0,0.0,3.88,0.71,4.59,0.31,4.335,4.645,0.765,1.0,0.0,0.0,0.38799999999999996,0.071,0.45899999999999996,0.031,0.4335,0.4645,0.0765,14.0,14.0,14.0,11.0,9.0
classification,cit,cit__bc8d0ddbb26c15b5,10,200,8,10.0,10.0,0.0,0.0,3.63,0.67,4.3,0.42,4.675,5.095,0.605,1.0,0.0,0.0,0.363,0.067,0.43,0.042,0.4675,0.5095000000000001,0.0605,15.0,15.0,15.0,7.0,9.0
classification,cpi,cpi__6e89acc5e72da5a8,10,200,8,10.0,10.0,0.0,0.0,3.135,0.63,3.765,0.225,5.5,5.725,0.51,1.0,0.0,0.0,0.3135,0.063,0.3765,0.0225,0.55,0.5725,0.051,16.0,16.0,16.0,3.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,10,200,8,10.0,10.0,0.0,0.0,0.465,0.575,1.04,0.02,8.685,8.705,0.255,1.0,0.0,0.0,0.04650000000000001,0.0575,0.10400000000000001,0.002,0.8684999999999999,0.8704999999999999,0.0255,17.0,17.0,17.0,1.0,9.0
classification,rfe,rfe__99914b932bd37a50,20,200,8,20.0,20.0,0.0,0.0,7.63,1.52,9.15,0.695,8.64,9.335,1.515,1.0,0.0,0.0,0.3815,0.076,0.4575,0.03475,0.43200000000000005,0.46675,0.07575,1.0,1.0,1.0,7.0,9.0
classification,et,et__f5580a1865f967c8,20,200,8,20.0,20.0,0.0,0.0,7.45,1.505,8.955,0.905,8.49,9.395,1.65,1.0,0.0,0.0,0.3725,0.07525,0.44775,0.045250000000000005,0.42450000000000004,0.46975,0.0825,2.0,2.0,2.0,12.5,9.0
classification,rf,rf__27caa3a0a3b84fd9,20,200,8,20.0,20.0,0.0,0.0,7.305,1.495,8.8,0.68,8.88,9.56,1.64,1.0,0.0,0.0,0.36524999999999996,0.07475,0.44,0.034,0.444,0.478,0.08199999999999999,3.0,3.0,4.0,11.0,9.0
classification,cat,cat__024a0842d4337711,20,200,8,20.0,20.0,0.0,0.0,7.14,1.26,8.4,0.71,9.265,9.975,1.625,1.0,0.0,0.0,0.35700000000000004,0.063,0.42,0.0355,0.46325000000000005,0.49875,0.08125,4.0,7.0,5.0,9.0,9.0
classification,boruta,boruta__7f986516a1727870,20,200,8,20.0,20.0,0.0,0.0,7.09,1.64,8.73,0.665,8.855,9.52,1.75,1.0,0.0,0.0,0.35450000000000004,0.08199999999999999,0.4365,0.03325,0.44275,0.47600000000000003,0.0875,5.0,4.0,3.0,16.0,9.0
classification,xgb,xgb__1c62fadfc5e2988f,20,200,8,20.0,20.0,0.0,0.0,7.01,1.44,8.45,0.77,9.3,10.07,1.48,1.0,0.0,0.0,0.3505,0.07200000000000001,0.4225,0.0385,0.465,0.5035000000000001,0.07400000000000001,6.0,5.0,8.0,6.0,9.0
classification,lgbm,lgbm__71ba9ba402678146,20,200,8,20.0,20.0,0.0,0.0,6.99,1.45,8.44,0.765,9.265,10.03,1.53,1.0,0.0,0.0,0.34950000000000003,0.0725,0.42200000000000004,0.03825,0.46325000000000005,0.5015,0.0765,7.0,6.0,6.0,8.0,9.0
classification,cif,cif__4ee6725d43ec8e5a,20,200,8,20.0,20.0,0.0,0.0,6.77,1.51,8.28,0.775,9.29,10.065,1.655,1.0,0.0,0.0,0.3385,0.0755,0.414,0.03875,0.4645,0.50325,0.08275,8.0,8.0,7.0,14.0,9.0
classification,ptest_rdc,ptest_rdc__307d6fc3284c28e2,20,200,8,20.0,20.0,0.0,0.0,6.44,1.545,7.985,0.87,9.495,10.365,1.65,1.0,0.0,0.0,0.322,0.07725,0.39925,0.0435,0.47475,0.51825,0.0825,9.0,9.0,9.0,12.5,9.0
classification,r_cforest,r_cforest__37be32340835a93b,20,200,8,20.0,20.0,0.0,0.0,6.265,1.53,7.795,0.74,9.785,10.525,1.68,1.0,0.0,0.0,0.31325,0.0765,0.38975000000000004,0.037,0.48924999999999996,0.52625,0.084,10.0,10.0,10.0,15.0,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,20,200,8,20.0,20.0,0.0,0.0,6.055,1.575,7.63,0.885,9.855,10.74,1.63,1.0,0.0,0.0,0.30274999999999996,0.07875,0.3815,0.04425,0.49274999999999997,0.537,0.0815,11.0,11.0,11.0,10.0,9.0
classification,dt,dt__99914b932bd37a50,20,200,8,20.0,20.0,0.0,0.0,5.43,1.21,6.64,0.785,11.57,12.355,1.005,1.0,0.0,0.0,0.27149999999999996,0.0605,0.332,0.03925,0.5785,0.61775,0.05025,12.0,12.0,13.0,3.0,9.0
classification,pi,pi__6e89acc5e72da5a8,20,200,8,20.0,20.0,0.0,0.0,5.055,1.2,6.255,0.875,11.62,12.495,1.25,1.0,0.0,0.0,0.25275,0.06,0.31275,0.04375,0.581,0.62475,0.0625,13.0,14.0,14.5,5.0,9.0
classification,rt,rt__99914b932bd37a50,20,200,8,20.0,20.0,0.0,0.0,5.015,1.25,6.265,0.925,11.57,12.495,1.24,1.0,0.0,0.0,0.25075,0.0625,0.31325,0.04625,0.5785,0.62475,0.062,14.0,13.0,14.5,4.0,9.0
classification,cit,cit__bc8d0ddbb26c15b5,20,200,8,20.0,20.0,0.0,0.0,4.755,1.1,5.855,1.67,10.635,12.305,1.84,1.0,0.0,0.0,0.23775,0.055,0.29275,0.08349999999999999,0.5317500000000001,0.61525,0.092,15.0,15.0,12.0,17.0,9.0
classification,cpi,cpi__6e89acc5e72da5a8,20,200,8,20.0,20.0,0.0,0.0,4.185,1.085,5.27,0.91,12.905,13.815,0.915,1.0,0.0,0.0,0.20925000000000002,0.05425,0.2635,0.0455,0.6452500000000001,0.69075,0.04575,16.0,16.0,16.0,2.0,9.0
classification,r_ctree,r_ctree__b6e09ceb0eb26367,20,200,8,20.0,20.0,0.0,0.0,1.305,1.055,2.36,0.615,16.33,16.945,0.695,1.0,0.0,0.0,0.06525,0.052750000000000005,0.11800000000000001,0.030750000000000003,0.8165,0.84725,0.03475,17.0,17.0,17.0,1.0,9.0
classification,et,et__f5580a1865f967c8,25,200,8,25.0,25.0,0.0,0.0,7.805,1.955,9.76,1.315,11.85,13.165,2.075,1.0,0.0,0.0,0.31220000000000003,0.0782,0.39039999999999997,0.0526,0.474,0.5266000000000001,0.083,1.0,2.0,1.0,13.5,9.0
classification,rfe,rfe__99914b932bd37a50,25,200,8,25.0,25.0,0.0,0.0,7.795,1.975,9.77,0.925,12.295,13.22,2.01,1.0,0.0,0.0,0.3118,0.079,0.3908,0.037000000000000005,0.4918,0.5288,0.08040000000000001,2.0,1.0,3.0,12.0,9.0
classification,boruta,boruta__7f986516a1727870,25,200,8,25.0,25.0,0.0,0.0,7.69,2.005,9.695,0.96,12.24,13.2,2.105,1.0,0.0,0.0,0.30760000000000004,0.0802,0.38780000000000003,0.038400000000000004,0.48960000000000004,0.528,0.0842,3.0,3.0,2.0,16.0,9.0
classification,rf,rf__27caa3a0a3b84fd9,25,200,8,25.0,25.0,0.0,0.0,7.675,1.965,9.64,1.005,12.28,13.285,2.075,1.0,0.0,0.0,0.307,0.0786,0.3856,0.04020000000000001,0.49119999999999997,0.5314,0.083,4.0,4.0,4.0,13.5,9.0
classification,cat,cat__024a0842d4337711,25,200,8,25.0,25.0,0.0,0.0,7.455,1.505,8.96,1.085,12.96,14.045,1.995,1.0,0.0,0.0,0.2982,0.060200000000000004,0.35840000000000005,0.0434,0.5184000000000001,0.5618,0.07980000000000001,5.0,7.0,6.0,9.5,9.0
classification,xgb,xgb__1c62fadfc5e2988f,25,200,8,25.0,25.0,0.0,0.0,7.345,1.68,9.025,1.065,13.105,14.17,1.805,1.0,0.0,0.0,0.2938,0.0672,0.361,0.0426,0.5242,0.5668,0.0722,6.0,6.0,8.0,6.0,9.0
classification,lgbm,lgbm__71ba9ba402678146,25,200,8,25.0,25.0,0.0,0.0,7.25,1.685,8.935,1.1,13.03,14.13,1.935,1.0,0.0,0.0,0.29,0.0674,0.3574,0.044000000000000004,0.5212,0.5652,0.0774,7.0,8.0,7.0,8.0,9.0
classification,cif,cif__4ee6725d43ec8e5a,25,200,8,25.0,25.0,0.0,0.0,7.13,1.905,9.035,1.1,12.785,13.885,2.08,1.0,0.0,0.0,0.2852,0.0762,0.3614,0.044000000000000004,0.5114,0.5554,0.0832,8.0,5.0,5.0,15.0,9.0
classification,ptest_rdc,ptest_rdc__307d6fc3284c28e2,25,200,8,25.0,25.0,0.0,0.0,6.825,1.82,8.645,1.19,13.27,14.46,1.895,1.0,0.0,0.0,0.273,0.0728,0.3458,0.047599999999999996,0.5307999999999999,0.5784,0.0758,9.0,9.0,10.0,7.0,9.0
classification,r_cforest,r_cforest__37be32340835a93b,25,200,8,25.0,25.0,0.0,0.0,6.78,1.84,8.62,1.08,13.305,14.385,1.995,1.0,0.0,0.0,0.2712,0.0736,0.34480000000000005,0.0432,0.5322,0.5754,0.07980000000000001,10.0,10.0,9.0,9.5,9.0
classification,ptest_mc,ptest_mc__307d6fc3284c28e2,25,200,8,25.0,25.0,0.0,0.0,6.375,1.91,8.285,1.235,13.48,14.715,2.0,1.0,0.0,0.0,0.255,0.0764,0.33140000000000003,0.049400000000000006,0.5392,0.5886,0.08,11.0,11.0,11.0,11.0,9.0
