1:Date,2:Time,3:Temperature_Comedor_Sensor,4:Temperature_Habitacion_Sensor,5:Weather_Temperature,6:CO2_Comedor_Sensor,7:CO2_Habitacion_Sensor,8:Humedad_Comedor_Sensor,9:Humedad_Habitacion_Sensor,10:Lighting_Comedor_Sensor,11:Lighting_Habitacion_Sensor,12:Precipitacion,13:Meteo_Exterior_Crepusculo,14:Meteo_Exterior_Viento,15:Meteo_Exterior_Sol_Oest,16:Meteo_Exterior_Sol_Est,17:Meteo_Exterior_Sol_Sud,18:Meteo_Exterior_Piranometro,19:Exterior_Entalpic_1,20:Exterior_Entalpic_2,21:Exterior_Entalpic_turbo,22:Temperature_Exterior_Sensor,23:Humedad_Exterior_Sensor,24:Day_Of_Week
13/03/2012,17:30,21.768,24.0213,18.6667,211.211,216.299,40.9813,37.712,20.9207,23.2253,0.0,615.957,1.08867,3024.9,2229.25,2042.88,24.6653,0,0,0,19.976,45.8293,2.0
13/03/2012,17:45,21.7133,24.1413,18.0,211.051,216.768,41.4107,37.748,19.4407,23.2427,0.0,615.36,0.844667,2207.74,1576.96,1512.45,15.57,0,0,0,19.756,47.0693,2.0
13/03/2012,18:00,21.66,24.268,18.0,210.763,217.088,41.992,37.8373,11.5887,21.4213,0.0,614.592,1.442,1017.86,222.208,293.888,5.00933,0,0,0,19.5273,49.5467,2.0
13/03/2012,18:15,21.596,24.38,18.0,210.571,215.616,43.1973,38.2173,11.5073,13.362,0.0,585.984,0.969333,0.0,0.0,0.0,-2.93933,0,0,0,19.3013,52.2027,2.0
13/03/2012,18:30,21.5307,24.0707,17.8667,209.92,216.107,43.8213,39.356,11.5073,13.1027,0.0,150.851,0.798667,0.0,0.0,0.0,-3.904,0,0,0,19.0413,53.8053,2.0
13/03/2012,18:45,21.4493,23.588,17.0,209.792,215.477,44.3893,40.1587,11.5073,13.6067,0.0,4.60667,0.228,0.0,0.0,0.0,-3.708,0,0,0,18.768,54.928,2.0
13/03/2012,19:00,21.3747,23.2867,17.0,210.059,214.987,44.68,40.752,11.4427,13.0213,0.0,0.782,0.324,0.0,0.0,0.0,-3.64267,0,0,0,18.4967,55.752,2.0
13/03/2012,19:15,21.276,23.032,16.2667,210.069,215.115,44.64,41.2507,11.426,13.5413,0.0,0.65,0.716,0.0,0.0,0.0,-3.708,0,0,0,18.23,56.0213,2.0
13/03/2012,19:30,21.1987,22.7747,15.6667,209.909,216.0,44.8213,41.616,11.3113,12.7773,0.0,0.65,0.110667,0.0,0.0,0.0,-3.904,0,0,0,18.0053,56.584,2.0
13/03/2012,19:45,21.0933,22.5533,15.6,210.656,214.901,44.7493,42.0027,11.67,13.3787,0.0,0.65,0.661333,0.0,0.0,0.0,-3.57733,0,0,0,17.7807,57.5387,2.0
13/03/2012,20:00,21.0,22.352,15.0,210.667,214.549,44.5867,42.4373,11.524,13.0213,0.0,0.65,0.615333,0.0,0.0,0.0,-3.64267,0,0,0,17.576,57.9147,2.0
13/03/2012,20:15,20.9053,22.1227,15.0,209.877,213.888,44.3227,42.6267,11.6053,13.0213,0.0,0.65,0.458667,0.0,0.0,0.0,-3.64267,0,0,0,17.3707,57.5893,2.0
13/03/2012,20:30,20.816,21.9347,15.0,210.315,213.675,44.4693,42.7493,11.7847,13.2153,0.0,0.65,0.132,0.0,0.0,0.0,-3.64267,0,0,0,17.1607,57.1467,2.0
13/03/2012,20:45,20.72,21.7133,15.0,209.429,214.123,44.0507,42.808,11.4427,13.2653,0.0,0.65,0.119333,0.0,0.0,0.0,-3.512,0,0,0,16.9407,57.1653,2.0
13/03/2012,21:00,20.628,21.5373,15.0,209.216,214.304,43.6827,42.8533,11.5887,12.5813,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,16.6853,57.1813,2.0
13/03/2012,21:15,20.5253,21.348,14.6,210.539,215.275,43.8027,42.856,11.524,13.1827,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,0,0,0,16.416,57.2453,2.0
13/03/2012,21:30,20.43,21.148,14.0667,211.04,216.832,43.624,42.9227,11.5887,12.8587,0.0,0.694,0.0,0.0,0.0,0.0,-3.38133,0,0,0,16.22,57.3653,2.0
13/03/2012,21:45,20.3147,20.9813,12.9333,211.317,217.867,43.136,42.9413,11.524,12.8587,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,16.0547,57.5253,2.0
13/03/2012,22:00,20.2133,20.8107,12.0,212.384,218.891,43.2,43.016,11.6053,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.512,0,0,0,15.876,57.712,2.0
13/03/2012,22:15,20.114,20.66,12.0,213.163,219.68,42.8533,43.0853,11.524,13.1833,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,15.7213,57.896,2.0
13/03/2012,22:30,20.0053,20.4753,11.6,213.472,219.744,42.7333,43.1307,11.7847,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,15.5673,58.0133,2.0
13/03/2012,22:45,19.9007,20.3147,10.1333,214.827,219.627,42.6853,43.1813,11.6053,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,15.4147,57.928,2.0
13/03/2012,23:00,19.7953,20.164,10.3333,214.336,219.797,42.1973,43.24,11.524,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.512,0,0,0,15.26,58.048,2.0
13/03/2012,23:15,19.6773,19.9967,11.0,215.136,221.461,41.9947,43.2427,11.524,14.4027,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,15.066,58.0107,2.0
13/03/2012,23:30,19.5727,19.846,11.0,216.384,221.931,41.7573,43.248,11.6053,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,14.864,57.864,2.0
13/03/2012,23:45,19.442,19.6773,10.2667,216.971,223.499,41.3467,43.2293,11.524,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,14.6387,57.7173,2.0
14/03/2012,00:00,19.3327,19.526,10.0,217.835,223.381,41.432,43.1573,11.6053,13.0207,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,14.4433,57.5627,2.06667
14/03/2012,00:15,19.238,19.3733,9.46667,219.115,223.637,41.0427,43.16,11.6053,13.5413,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,14.2667,57.472,3.0
14/03/2012,00:30,19.0933,19.2087,9.0,219.2,225.131,41.0133,43.152,11.524,13.1027,0.0,0.738,0.0,0.0,0.0,0.0,-3.44667,0,0,0,13.9887,57.7253,3.0
14/03/2012,00:45,18.962,19.0527,9.0,221.493,227.509,41.152,43.1573,11.524,13.2653,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,0,0,0,13.7673,58.3413,3.0
14/03/2012,01:00,18.8533,18.8973,9.0,222.229,226.208,41.152,43.24,11.5073,12.4353,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,13.6213,58.496,3.0
14/03/2012,01:15,18.7267,18.734,9.0,222.155,226.091,41.0427,43.2613,11.6867,13.6387,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,13.522,58.1013,3.0
14/03/2012,01:30,18.6073,18.5833,9.0,222.741,225.301,40.9627,43.2187,11.524,13.2,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,13.3787,57.44,3.0
14/03/2012,01:45,18.5007,18.4167,9.0,221.515,225.237,40.708,43.1653,11.7847,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,13.1973,57.5707,3.0
14/03/2012,02:00,18.36,18.2727,8.86667,222.304,226.56,40.6213,43.16,11.7033,13.1993,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,12.9067,57.4293,3.0
14/03/2012,02:15,18.2387,18.0973,8.0,222.411,227.211,40.712,43.16,11.6867,13.5093,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,12.6573,57.3867,3.0
14/03/2012,02:30,18.09,17.9533,8.0,222.08,225.6,40.6547,43.16,11.7847,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,0,0,0,12.5453,57.3787,3.0
14/03/2012,02:45,17.9553,17.8173,8.4,222.432,225.355,40.672,43.176,11.4427,13.8013,0.0,0.694,0.0,0.0,0.0,0.0,-3.12,0,0,0,12.398,57.3493,3.0
14/03/2012,03:00,17.8333,17.654,7.8,221.12,222.795,40.676,43.1653,11.768,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.18533,0,0,0,12.29,56.8533,3.0
14/03/2012,03:15,17.7047,17.5153,7.0,220.853,220.747,40.488,43.104,11.524,13.3467,0.0,0.65,0.168,0.0,0.0,0.0,-3.18533,0,0,0,12.176,56.6053,3.0
14/03/2012,03:30,17.5733,17.3267,7.0,218.784,216.928,40.3333,42.872,11.7847,13.3467,0.0,0.65,0.508,0.0,0.0,0.0,-3.10733,0,0,0,12.1367,56.2693,3.0
14/03/2012,03:45,17.4713,17.1553,7.0,216.373,217.216,40.4413,42.8507,11.6053,13.2653,0.0,0.65,0.0413333,0.0,0.0,0.0,-3.25067,0,0,0,12.072,56.0453,3.0
14/03/2012,04:00,17.3667,17.0253,7.0,216.043,215.957,40.4253,42.8933,11.9473,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,11.9873,55.984,3.0
14/03/2012,04:15,17.268,16.894,7.0,214.187,215.392,40.372,42.856,11.622,13.428,0.0,0.65,0.230667,0.0,0.0,0.0,-3.18533,0,0,0,11.9167,56.0373,3.0
14/03/2012,04:30,17.126,16.7433,7.0,213.003,213.781,40.3133,42.752,11.7847,13.1027,0.0,0.65,0.663333,0.0,0.0,0.0,-3.17267,0,0,0,11.8633,56.0667,3.0
14/03/2012,04:45,16.9933,16.608,7.0,212.619,213.419,40.312,42.648,11.6053,12.7607,0.0,0.65,1.298,0.0,0.0,0.0,-3.25067,0,0,0,11.836,56.1867,3.0
14/03/2012,05:00,16.904,16.4307,6.66667,211.168,212.672,40.3413,42.672,11.6053,13.2653,0.0,0.65,0.706,0.0,0.0,0.0,-3.25067,0,0,0,11.7567,56.104,3.0
14/03/2012,05:15,16.83,16.2933,6.0,211.317,212.992,40.376,42.776,11.622,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.12,0,0,0,11.6907,56.0907,3.0
14/03/2012,05:30,16.7333,16.174,6.13333,211.2,213.856,40.372,42.8667,11.866,13.3467,0.0,0.782,0.0,0.0,0.0,0.0,-3.12,0,0,0,11.5713,56.4747,3.0
14/03/2012,05:45,16.61,16.036,6.8,210.304,214.005,40.4253,42.9387,11.768,13.3467,0.0,2.54133,0.0,0.0,0.0,0.0,-3.18533,0,0,0,11.3687,57.0773,3.0
14/03/2012,06:00,16.504,15.9227,7.0,210.571,214.229,40.48,42.9787,11.524,13.672,0.0,66.166,0.0,0.0,0.0,0.0,-3.18533,0,0,0,11.2627,56.8853,3.0
14/03/2012,06:15,16.3927,15.8607,6.06667,211.072,214.197,40.4373,43.016,11.6053,13.8507,0.0,499.723,0.0,0.0,0.0,0.0,-2.19667,0,0,0,11.1727,56.9093,3.0
14/03/2012,06:30,16.282,15.74,6.0,211.093,214.496,40.448,43.0747,11.6053,19.6253,0.0,611.84,0.0,150.528,2042.88,738.304,6.454,0,0,0,11.1,56.9573,3.0
14/03/2012,06:45,16.178,15.6427,6.0,211.467,217.077,40.44,43.0853,20.0447,23.44,0.0,612.651,0.0,4107.26,22017.0,7059.8,32.7267,0,0,0,11.03,57.088,3.0
14/03/2012,07:00,16.1087,15.5307,6.0,213.557,219.68,40.4507,43.0507,21.328,23.44,0.0,614.507,0.0,7877.63,43632.0,16936.3,72.7547,0,0,0,11.0,56.8347,3.0
14/03/2012,07:15,16.0233,15.4753,6.0,215.221,218.187,40.348,42.904,21.4893,23.5507,0.0,616.085,0.127333,9734.14,54998.4,26204.8,116.608,0,0,0,11.09,56.12,3.0
14/03/2012,07:30,15.99,15.3773,6.33333,215.093,217.739,40.508,42.84,21.5073,23.44,0.0,617.408,0.0,11285.8,62906.4,35655.7,164.304,0,0,0,11.2253,55.3573,3.0
14/03/2012,07:45,15.96,15.6793,7.0,215.424,216.928,40.556,42.064,21.3453,26.528,0.0,618.773,0.0,12533.8,69208.7,44455.3,214.869,0,0,0,11.4613,54.4987,3.0
14/03/2012,08:00,15.97,16.2273,7.66667,215.509,218.464,40.6867,41.116,21.166,38.3507,0.0,619.413,0.0,13487.4,72149.7,51937.3,264.331,0,0,0,11.778,53.9627,3.0
14/03/2012,08:15,15.9967,16.6473,9.0,215.488,218.475,40.7867,40.5907,21.246,49.1547,0.0,620.139,0.0,14361.3,74227.7,59392.0,313.227,0,0,0,12.1447,54.224,3.0
14/03/2012,08:30,16.038,17.0253,9.2,215.872,219.392,40.868,40.2613,27.3667,65.44,0.0,620.821,0.0,15451.5,75502.9,67114.3,361.685,0,0,0,12.57,55.1733,3.0
14/03/2012,08:45,16.1227,17.3987,9.73333,215.211,219.531,40.9867,39.98,32.492,83.0133,0.0,621.547,0.0,17179.3,75882.5,73408.5,406.677,0,0,0,13.0093,56.2373,3.0
14/03/2012,09:00,16.246,17.7927,10.0,216.181,220.523,40.9,39.62,41.516,107.493,0.0,622.357,0.0,18683.9,76455.9,79055.5,449.92,0,0,0,13.4953,56.9333,3.0
14/03/2012,09:15,16.4007,18.2633,11.6,215.413,220.779,40.6547,39.2147,41.4173,112.56,0.0,622.656,0.192,17724.8,78654.1,84863.7,495.829,0,0,0,14.0053,56.792,3.0
14/03/2012,09:30,16.6693,18.712,13.6667,216.811,233.909,40.2733,38.5987,49.7333,128.923,0.0,623.083,0.174,15824.9,75707.7,89205.4,533.163,0,0,0,14.52,55.752,3.0
14/03/2012,09:45,16.9007,19.2667,15.0,218.272,230.624,40.172,37.8773,51.9147,140.64,0.0,623.211,0.440667,14361.9,72237.1,93743.8,574.272,0,0,0,15.106,55.08,3.0
14/03/2012,10:00,17.1213,19.8067,15.6667,219.808,228.32,40.1813,37.096,51.5707,142.944,0.0,624.32,0.764667,13043.0,67125.2,95660.7,612.971,0,0,0,15.6,54.1627,3.0
14/03/2012,10:15,17.3767,20.3413,17.0,221.44,228.448,40.22,36.3373,53.9013,143.2,0.0,624.32,0.392,11896.1,58480.0,95649.8,641.6,0,0,0,16.0653,53.416,3.0
14/03/2012,10:30,17.7033,20.8453,17.6667,225.109,262.859,40.3733,36.7587,81.6827,128.155,0.0,624.32,0.909333,11179.3,48507.6,95584.3,667.733,0,0,0,16.586,52.92,3.0
14/03/2012,10:45,18.096,21.452,19.0,232.331,396.096,40.4653,39.972,81.4827,113.429,0.0,623.979,1.20267,10685.4,36554.1,95518.7,692.011,0,0,0,17.142,52.8747,3.0
14/03/2012,11:00,18.4513,21.788,19.0,238.752,436.309,40.832,40.688,81.7413,114.24,0.0,623.467,1.49733,10157.1,25960.4,95475.0,718.251,0,0,0,17.636,52.696,3.0
14/03/2012,11:15,18.76,21.836,19.0,243.904,448.469,41.0307,41.2693,81.6613,112.64,0.0,623.04,1.868,9640.96,19033.4,95425.9,741.12,0,0,0,18.03,52.0427,3.0
14/03/2012,11:30,19.122,21.6173,19.0,267.189,301.28,41.836,39.4267,81.4213,142.56,0.0,623.04,1.93467,9411.58,15601.0,95431.3,754.987,0,0,0,18.3747,52.0773,3.0
14/03/2012,11:45,19.546,21.424,19.0,283.349,265.952,42.432,40.624,81.424,141.68,0.0,622.656,2.028,9777.15,13444.4,95382.2,763.52,0,0,0,18.6873,52.4213,3.0
14/03/2012,12:00,20.0367,21.6,19.0,322.869,310.432,43.0747,41.4853,81.4827,139.797,0.0,622.4,1.992,11366.1,11158.2,95354.9,771.627,0,0,0,18.9767,52.688,3.0
14/03/2012,12:15,20.4673,21.8587,19.7333,357.781,384.448,42.1147,41.824,81.6613,123.637,0.0,622.144,2.25667,14368.8,10135.6,95311.2,776.619,0,0,0,19.248,53.16,3.0
14/03/2012,12:30,20.832,22.0573,19.4667,396.843,472.277,42.1467,42.1573,81.4427,116.672,0.0,622.229,1.81,18976.8,10092.5,95344.0,775.253,0,0,0,19.5893,53.3893,3.0
14/03/2012,12:45,21.216,22.1907,19.0,445.248,475.051,42.4773,42.6587,81.3227,112.496,0.0,622.4,2.034,26528.4,9640.96,95354.9,771.456,0,0,0,19.9793,53.2213,3.0
14/03/2012,13:00,21.6253,22.34,19.0,445.803,472.363,44.2933,43.472,81.2613,112.496,0.0,622.101,1.952,37169.8,9017.34,95278.4,762.795,0,0,0,20.274,53.2027,3.0
14/03/2012,13:15,21.8947,22.4707,19.0,428.928,438.592,43.0907,43.312,81.3413,112.411,0.0,621.76,1.90133,49610.8,8759.3,95300.3,749.952,0,0,0,20.5307,53.112,3.0
14/03/2012,13:30,22.1773,22.62,19.1333,436.117,445.824,43.2027,43.472,80.9227,112.581,0.0,621.461,2.008,62794.4,8902.66,95163.7,731.392,0,0,0,20.88,53.008,3.0
14/03/2012,13:45,22.3373,22.624,19.7333,401.237,421.611,43.0427,43.6587,81.1013,94.976,0.0,620.48,2.08933,72485.5,8967.17,91799.6,712.491,0,0,0,21.2107,52.6907,3.0
14/03/2012,14:00,22.4733,22.692,20.0,378.453,356.352,42.8373,43.6027,81.0827,82.88,0.0,620.48,1.63933,81002.5,9053.18,86911.7,686.507,0,0,0,21.5027,52.288,3.0
14/03/2012,14:15,22.612,22.7347,20.0,352.171,306.848,43.0427,43.3333,64.8453,82.8,0.0,620.352,1.872,88124.1,9218.05,81589.6,657.472,0,0,0,21.844,51.784,3.0
14/03/2012,14:30,22.7813,22.78,20.0,308.576,297.813,43.7227,43.2533,51.416,62.1467,0.0,619.84,1.82067,91045.9,9447.42,75524.8,627.84,0,0,0,22.196,50.8,3.0
14/03/2012,14:45,22.912,22.816,20.0,292.971,276.523,43.672,43.1067,50.6347,52.5893,0.0,619.84,1.96067,93498.0,9784.32,68381.4,594.283,0,0,0,22.3693,49.4987,3.0
14/03/2012,15:00,22.992,22.8213,20.0,277.387,260.256,43.4987,43.0213,41.9733,45.0453,0.0,619.328,1.782,93066.6,9992.19,60907.5,558.443,0,0,0,22.32,48.1893,3.0
14/03/2012,15:15,23.088,22.808,20.0,263.808,248.853,43.064,42.8987,38.6867,39.6987,0.0,619.2,2.03067,91258.9,9612.29,52974.9,518.827,0,0,0,22.136,46.432,3.0
14/03/2012,15:30,23.148,22.776,20.0,243.435,243.765,42.0827,42.624,31.0453,32.0533,0.0,618.816,1.84467,92160.0,8673.28,44761.1,476.373,0,0,0,21.8853,45.1947,3.0
14/03/2012,15:45,23.164,22.7347,20.0,232.693,237.589,41.124,42.224,23.004,22.604,0.0,618.603,2.00933,91930.6,7985.15,36319.2,431.253,0,0,0,21.5827,44.3787,3.0
14/03/2012,16:00,23.132,22.6907,19.8667,224.021,233.12,40.4133,41.952,20.8053,23.388,0.0,618.56,1.56,88861.4,7533.57,27955.2,383.637,0,0,0,21.2467,44.2373,3.0
14/03/2012,16:15,23.128,22.608,19.0,219.52,229.899,39.9333,41.664,20.742,22.9467,0.0,618.56,1.636,88479.1,7347.2,21349.0,334.421,0,0,0,20.9627,44.0347,3.0
14/03/2012,16:30,23.0627,22.5613,19.0,216.501,226.869,39.2667,41.5227,20.9027,23.1093,0.0,618.091,1.498,82580.8,7081.98,16311.6,285.024,0,0,0,20.6947,43.544,3.0
14/03/2012,16:45,22.996,22.484,19.0,216.619,221.515,38.8173,41.48,20.6607,22.9813,0.0,617.92,1.782,78711.5,6773.76,12907.9,234.805,0,0,0,20.4427,43.4693,3.0
14/03/2012,17:00,22.9333,22.3867,19.0,213.557,219.349,38.384,41.0613,20.562,23.144,0.0,617.323,1.246,70421.2,6207.49,10277.9,184.949,0,0,0,20.1167,43.048,3.0
14/03/2012,17:15,22.8213,22.2987,19.0,211.445,217.483,37.8173,40.8947,20.822,22.604,0.0,616.811,1.578,48251.2,4652.03,7182.34,116.075,0,0,0,19.8167,43.36,3.0
14/03/2012,17:30,22.716,22.1787,18.8,210.795,215.936,37.912,40.776,20.9213,22.9467,0.0,615.573,1.254,2788.35,2386.94,1978.37,24.2627,0,0,0,19.5533,44.864,3.0
14/03/2012,17:45,22.5893,22.064,18.2667,209.877,214.325,39.0733,40.9387,20.6607,22.7027,0.0,614.464,1.41867,2085.89,1734.66,1526.78,15.6347,0,0,0,19.3293,48.3867,3.0
14/03/2012,18:00,22.484,21.952,18.0,209.483,212.544,40.848,41.44,11.328,22.0213,0.0,613.973,0.780667,1103.87,473.088,451.584,5.62067,0,0,0,19.1287,51.8347,3.0
14/03/2012,18:15,22.3813,21.8613,18.0,210.315,213.035,42.32,42.048,11.328,13.46,0.0,585.813,0.650667,0.0,0.0,0.0,-2.58867,0,0,0,18.9267,54.5067,3.0
14/03/2012,18:30,22.2627,21.74,17.3333,209.984,211.371,43.6133,42.7947,11.622,12.8587,0.0,111.133,1.11733,0.0,0.0,0.0,-3.64267,0,0,0,18.7113,56.8587,3.0
14/03/2012,18:45,22.156,21.624,16.0,210.101,210.581,44.5493,43.52,11.23,13.1993,0.0,3.772,0.821333,0.0,0.0,0.0,-3.708,0,0,0,18.4533,58.408,3.0
14/03/2012,19:00,22.044,21.496,16.0,210.304,210.507,45.2853,44.056,11.426,12.94,0.0,0.738,0.563333,0.0,0.0,0.0,-3.77333,0,0,0,18.2053,59.5707,3.0
14/03/2012,19:15,21.92,21.3867,16.0,209.835,210.187,45.816,44.496,11.6053,13.004,0.0,0.65,0.08,0.0,0.0,0.0,-3.77333,0,0,0,17.9927,60.184,3.0
14/03/2012,19:30,21.82,21.2507,16.0,210.581,210.805,46.2747,44.944,11.328,13.3787,0.0,0.65,0.052,0.0,0.0,0.0,-3.512,0,0,0,17.7647,61.1787,3.0
14/03/2012,19:45,21.6973,21.1293,14.5333,209.835,211.136,46.184,45.056,11.6867,13.2813,0.0,0.65,0.564,0.0,0.0,0.0,-3.512,0,0,0,17.5673,62.488,3.0
14/03/2012,20:00,21.5627,21.028,14.0,209.728,210.496,46.9147,45.6667,11.3447,13.004,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,0,0,0,17.3913,62.7653,3.0
14/03/2012,20:15,21.4453,20.896,14.0,210.101,211.723,47.2987,45.8693,11.426,13.0213,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,17.2,63.056,3.0
